tiles_mundo_aberto: .word 80, 16
.byte 183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,40,40,40,0,183,0,0,183,40,40,0,0,183,0,40,40,183,40,40,40,40,40,40,0,0,0,183,40,40,0,0,0,40,40,40,40,183,40,40,40,0,0,0,183,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,40,40,40,40,0,0,183,40,40,40,40,40,0,0,0,183,183,40,40,40,40,40,40,40,0,0,183,40,40,40,0,0,40,40,40,40,183,40,40,40,40,40,0,183,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,40,40,40,40,0,0,183,40,40,40,40,40,0,0,40,0,183,40,0,0,40,40,40,40,0,0,183,40,40,40,0,0,40,40,40,0,183,40,40,40,40,40,0,183,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,40,40,40,0,0,183,40,40,40,40,40,40,0,40,0,183,183,40,40,0,40,40,40,0,0,183,40,40,40,0,183,40,40,40,0,183,40,40,40,40,40,0,183,40,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,40,40,40,0,183,40,40,40,40,40,40,40,0,40,0,183,40,40,40,0,40,40,40,0,0,183,40,40,40,0,183,40,40,40,0,183,40,40,40,40,40,0,183,40,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,40,40,40,40,0,183,40,40,40,40,40,40,40,40,40,0,183,40,40,40,0,40,40,40,0,0,183,40,0,0,183,183,40,40,40,0,183,40,40,40,40,40,0,183,40,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,40,40,40,40,0,183,40,40,40,40,40,183,183,0,0,183,183,40,40,40,0,40,40,40,0,0,0,0,183,183,183,183,0,40,0,0,183,40,40,40,40,40,0,0,183,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,40,40,40,40,0,183,40,40,40,40,183,40,40,40,0,183,183,40,40,40,0,40,40,40,0,0,183,183,183,183,183,183,183,0,0,0,183,40,40,40,40,40,0,0,0,183,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,40,40,40,0,0,183,40,40,40,40,183,40,40,40,40,0,183,40,40,40,0,40,40,0,0,183,183,183,183,183,183,183,183,183,183,0,0,40,40,40,40,40,0,0,0,183,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,40,40,40,0,0,183,40,40,40,40,183,40,40,40,40,0,183,40,40,40,0,40,40,0,0,183,183,183,183,183,183,183,183,183,183,183,0,40,0,40,40,0,0,0,0,183,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,40,0,0,0,183,0,40,40,0,183,40,40,40,0,0,0,183,40,40,0,40,40,0,0,183,183,183,183,183,183,183,183,183,183,183,183,0,0,0,0,0,0,0,0,183,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,40,0,183,183,183,0,0,40,0,183,40,40,40,0,183,0,183,40,40,0,40,40,0,0,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,0,0,0,0,0,183,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,40,0,183,40,40,40,40,40,0,0,183,40,40,40,0,183,0,183,40,40,0,40,0,0,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,0,183,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,40,0,183,40,40,40,40,0,0,0,183,40,40,40,0,183,0,183,40,0,0,0,0,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,40,183,40,40,40,40,40,40,0,0,0,40,40,0,0,0,0,0,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,0,183,40,183,40,40,183,0,183,0,0,183,183,0,0,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


