teste_mapa_tilemap: .word  60, 33
.byte
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,7,0,7,0,7,0,0,7,0,7,0,7,0,7,7,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,6,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,7,0,7,0,7,0,0,7,0,7,0,7,0,7,7,1,1,1,1,1,1,1,1,1,6,1,2,0,0,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,
1,1,1,1,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,0,7,0,0,0,0,7,0,0,0,7,0,7,7,1,1,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,
1,1,1,2,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,0,0,0,7,0,0,0,0,7,0,0,0,7,0,7,7,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,
1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,7,0,7,0,7,0,0,7,0,7,0,7,0,7,7,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,0,7,0,7,0,0,7,0,7,0,7,0,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,
