vida: .word 48, 16
.byte 0,0,0,13,13,13,13,0,0,13,13,13,13,0,0,0,0,0,0,13,13,13,13,0,0,183,183,183,183,0,0,0,0,0,0,183,183,183,183,0,0,183,183,183,183,0,0,0,
0,0,0,13,13,13,13,0,0,13,13,13,13,0,0,0,0,0,0,13,13,13,13,0,0,183,183,183,183,0,0,0,0,0,0,183,183,183,183,0,0,183,183,183,183,0,0,0,
0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,13,13,183,183,183,183,183,183,0,0,183,183,183,183,183,183,183,183,183,183,183,183,183,183,0,
0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,13,13,183,183,183,183,183,183,0,0,183,183,183,183,183,183,183,183,183,183,183,183,183,183,0,
0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,183,183,183,183,183,183,183,183,0,0,183,183,183,183,183,183,183,183,183,183,183,183,183,183,0,
0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,183,183,183,183,183,183,183,183,0,0,183,183,183,183,183,183,183,183,183,183,183,183,183,183,0,
0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,13,13,183,183,183,183,183,183,0,0,183,183,183,183,183,183,183,183,183,183,183,183,183,183,0,
0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,13,13,183,183,183,183,183,183,0,0,183,183,183,183,183,183,183,183,183,183,183,183,183,183,0,
0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,183,183,183,183,183,183,183,183,0,0,183,183,183,183,183,183,183,183,183,183,183,183,183,183,0,
0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,183,183,183,183,183,183,183,183,0,0,183,183,183,183,183,183,183,183,183,183,183,183,183,183,0,
0,0,0,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,13,13,13,13,13,13,183,183,183,183,0,0,0,0,0,0,183,183,183,183,183,183,183,183,183,183,0,0,0,
0,0,0,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,13,13,13,13,13,13,183,183,183,183,0,0,0,0,0,0,183,183,183,183,183,183,183,183,183,183,0,0,0,
0,0,0,0,0,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,13,13,183,183,183,183,0,0,0,0,0,0,0,0,0,0,183,183,183,183,183,183,0,0,0,0,0,
0,0,0,0,0,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,13,13,183,183,183,183,0,0,0,0,0,0,0,0,0,0,183,183,183,183,183,183,0,0,0,0,0,
0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,183,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,183,0,0,0,0,0,0,0,


