itens1: .word 96, 16
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,173,199,199,199,173,199,199,199,199,199,199,199,199,199,173,199,199,199,199,173,199,199,199,199,199,199,199,199,199,199,199,199,199,199,21,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,21,199,199,199,199,199,199,199,199,
199,199,199,199,199,46,46,46,46,46,46,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,173,199,199,199,199,173,199,199,199,199,199,199,199,199,199,173,199,199,199,199,173,199,199,199,199,199,199,199,199,199,199,199,199,199,21,21,21,199,199,199,199,199,199,199,199,199,199,199,199,199,21,21,21,199,199,199,199,199,199,199,
199,199,199,199,46,46,46,46,46,46,46,46,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,246,246,173,246,246,246,173,199,199,199,199,199,199,199,199,199,173,199,199,199,199,173,199,199,199,199,199,199,199,199,199,199,199,199,199,199,21,21,21,199,199,199,199,199,199,199,199,199,199,199,199,199,21,21,21,199,199,199,199,199,199,199,
199,199,199,46,46,46,46,46,46,46,46,46,46,199,199,199,199,199,199,199,199,46,46,46,46,46,46,199,199,199,199,199,199,246,0,173,0,0,0,0,173,246,199,199,199,199,199,199,199,199,173,246,246,246,246,173,246,199,199,199,199,199,199,199,199,199,199,199,199,199,21,21,21,199,199,199,199,199,199,199,199,199,199,199,199,199,21,21,21,199,199,199,199,199,199,199,
199,199,46,46,46,46,46,46,46,46,46,46,46,46,199,199,199,199,199,199,46,46,46,46,46,46,46,46,199,199,199,199,246,0,0,173,0,0,0,0,173,0,246,199,199,199,199,199,199,246,0,173,0,0,0,0,173,246,199,199,199,199,199,199,199,199,199,199,199,199,21,21,21,199,199,199,199,199,199,199,199,199,199,199,199,199,21,21,21,199,199,199,199,199,199,199,
199,199,46,46,46,46,46,46,46,46,46,46,46,46,199,199,199,199,199,46,46,46,46,46,46,46,46,46,46,199,199,199,246,0,0,0,0,0,0,173,0,0,246,199,199,199,199,199,246,0,0,173,0,0,0,0,173,0,246,199,199,199,199,199,199,199,199,199,199,199,21,21,21,199,199,199,199,199,199,199,199,199,199,199,199,199,21,21,21,199,199,199,199,199,199,199,
199,199,46,46,46,46,46,46,46,46,46,46,46,46,199,199,199,199,46,46,46,46,46,46,46,46,46,46,46,46,199,199,173,246,0,0,0,0,0,0,0,246,173,246,246,246,246,199,246,0,0,0,0,0,0,173,0,0,246,199,199,199,199,199,199,199,199,199,199,199,21,21,21,199,199,199,199,199,199,199,199,199,199,199,199,199,21,21,21,199,199,199,199,199,199,199,
199,199,46,46,46,46,46,46,46,46,46,46,46,46,199,199,199,199,46,46,46,46,46,46,46,46,46,46,46,46,199,199,173,182,246,246,246,246,246,246,246,182,173,182,199,199,199,246,173,246,0,0,0,0,0,0,0,246,173,246,246,246,246,199,199,199,199,199,199,199,21,21,21,199,199,199,199,199,199,199,199,199,199,199,199,199,21,21,21,199,199,199,199,199,199,199,
199,199,46,46,46,46,46,46,46,46,46,46,46,46,199,199,199,199,46,46,46,46,46,46,46,46,46,46,46,46,199,199,173,182,173,246,246,246,246,246,173,182,173,182,199,199,246,199,173,182,246,246,246,246,246,246,246,182,173,182,199,199,199,246,199,199,199,199,199,199,21,21,21,199,199,199,199,199,199,199,199,199,199,199,199,199,21,21,21,199,199,199,199,199,199,199,
199,199,46,46,46,46,46,46,46,46,46,46,46,46,199,199,199,199,46,46,46,46,46,46,46,46,46,46,46,46,199,199,173,182,173,246,246,246,246,246,173,182,173,182,199,246,199,199,173,182,173,246,246,246,246,246,173,182,173,182,199,199,246,199,199,199,199,199,199,199,21,21,21,199,199,199,199,199,199,199,199,199,199,199,199,199,21,21,21,199,199,199,199,199,199,199,
