lista_itens: .word 0,0 
.byte 

0,0,9,14,0,
0,0,10,14,0,
0,3,7,7,1,
0,3,8,8,1,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

0,0,7,5,0,
0,0,7,6,0,
0,0,7,7,0,
32,1,10,13,0,
32,1,11,13,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

0,0,17,6,0,
0,0,17,7,0,
0,0,0,6,0,
0,0,0,7,0,
0,0,0,8,0,
0,3,5,6,1,
0,3,6,6,1,
0,3,8,8,1,
-1,0,0,0,0,
-1,0,0,0,0,

0,3,3,7,1,
0,3,3,8,1,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

0,0,9,9,0,
0,0,11,9,0,
0,0,10,8,0,
0,0,10,10,0,
0,3,12,10,1,
0,3,10,5,1,
0,3,7,5,1,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

0,0,0,10,0,
0,0,0,9,0,
0,0,9,4,0,
0,0,10,4,0,
0,3,10,5,1,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

0,0,7,5,0,
0,0,7,12,0,
0,0,4,8,0,
0,0,11,8,0,
0,3,2,5,1,
0,3,15,12,1,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

0,3,10,10,1,
0,3,12,5,1,
0,3,6,11,1,
0,3,5,10,1,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

0,0,15,11,0,
0,0,15,12,0,
0,0,14,11,0,
0,0,14,12,0,
32,1,2,10,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

64,2,9,9,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

96,8,9,9,20,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

0,0,10,11,0,
0,0,10,12,0,
0,0,9,11,0,
0,0,9,12,0,
-1,5,8,10,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

0,5,10,10,5,
0,5,11,10,5,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
0,6,2,5,30,
-1,0,0,0,0,

0,5,10,10,5,
0,5,11,10,5,
0,5,10,10,5,
0,4,10,11,1,
0,4,11,11,1,
-1,5,11,10,5,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

0,0,10,10,0,
0,0,9,10,0,
0,0,10,9,0,
0,0,9,9,0,
0,5,10,8,5,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

0,0,7,7,0,
0,0,12,7,0,
0,0,7,12,0,
0,0,12,12,0,
0,5,10,10,5,
0,5,5,7,5,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

0,4,7,7,1,
0,4,8,8,1,
0,4,9,9,1,
0,4,10,10,1,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

0,5,13,13,5,
0,4,3,8,1,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

0,5,10,10,5,
0,4,8,8,1,
0,4,12,12,1,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

0,4,8,6,1,
0,4,10,13,1,
0,4,9,13,1,
0,4,10,10,1,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
