linel: .word 128, 16
.byte 199,199,199,199,199,103,199,14,14,14,14,14,199,103,199,199,199,199,199,199,103,199,14,14,14,14,14,199,103,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,14,14,14,14,103,14,14,14,199,199,199,199,199,199,199,103,199,14,14,14,14,14,199,103,199,199,199,199,199,199,103,199,14,14,14,14,14,199,103,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,14,14,14,103,14,14,14,14,199,199,199,199,199,
199,199,199,199,199,103,14,14,14,14,14,14,14,103,199,199,199,199,199,199,103,14,14,14,14,14,14,14,103,199,199,199,199,199,199,199,14,14,14,14,103,14,14,14,199,199,199,199,199,199,199,199,14,255,14,14,103,103,14,199,199,199,199,199,199,199,199,199,103,14,14,14,14,14,14,14,103,199,199,199,199,199,199,103,14,14,14,14,14,14,14,103,199,199,199,199,199,199,199,199,14,14,14,103,14,14,14,14,199,199,199,199,199,199,199,199,199,14,103,103,14,14,255,14,199,199,199,199,
199,199,199,199,199,103,14,14,14,14,14,14,14,103,199,199,199,199,199,199,103,14,14,255,14,255,14,14,103,199,199,199,199,199,199,14,255,14,14,103,103,14,199,199,199,199,199,199,199,199,199,103,103,255,103,14,103,103,14,14,199,199,199,199,199,199,199,199,103,14,14,14,14,14,14,14,103,199,199,199,199,199,199,103,14,14,255,14,255,14,14,103,199,199,199,199,199,199,199,199,199,199,14,103,103,14,14,255,14,199,199,199,199,199,199,199,14,14,103,103,14,103,255,103,103,199,199,199,
199,199,199,199,199,199,14,14,14,14,14,14,14,199,199,199,199,199,199,199,199,14,103,255,103,255,103,14,199,199,199,199,199,199,103,103,255,103,14,103,103,14,14,199,199,199,199,199,199,199,199,199,103,103,103,14,103,14,199,199,199,199,199,199,199,199,199,199,199,14,14,14,14,14,14,14,199,199,199,199,199,199,199,199,14,103,255,103,255,103,14,199,199,199,199,199,199,199,199,199,199,14,14,103,103,14,103,255,103,103,199,199,199,199,199,199,199,199,14,103,14,103,103,103,199,199,199,199,
199,199,199,199,199,199,14,14,14,14,14,14,14,103,103,199,199,199,199,103,103,14,103,103,103,103,103,14,199,199,199,199,199,199,199,103,103,103,14,103,14,199,199,199,199,199,199,199,199,199,199,199,14,103,103,103,103,14,14,199,199,199,199,199,199,199,199,103,103,14,14,14,14,14,14,14,199,199,199,199,199,199,199,199,14,103,103,103,103,103,14,103,103,199,199,199,199,199,199,199,199,199,199,14,103,14,103,103,103,199,199,199,199,199,199,199,199,14,14,103,103,103,103,14,199,199,199,199,
199,199,199,103,103,103,103,14,103,103,103,14,103,103,103,103,199,199,103,103,103,14,103,14,14,14,103,14,103,103,199,199,199,199,199,14,103,103,103,103,14,14,199,199,199,199,199,199,199,255,255,255,255,14,103,103,103,103,199,199,199,199,199,14,199,199,103,103,103,103,14,103,103,103,14,103,103,103,103,199,199,199,103,103,14,103,14,14,14,103,14,103,103,103,199,199,199,199,199,199,199,199,14,14,103,103,103,103,14,199,199,199,14,199,199,199,199,199,103,103,103,103,14,255,255,255,255,199,
199,199,103,103,103,103,103,103,103,103,103,103,103,103,103,103,199,199,103,103,103,103,14,103,103,103,14,103,103,103,103,199,199,255,255,255,255,14,103,103,103,103,199,199,199,199,199,199,255,255,255,255,255,14,103,103,103,103,14,199,199,199,14,14,199,199,103,103,103,103,103,103,103,103,103,103,103,103,103,103,199,103,103,103,103,14,103,103,103,14,103,103,103,103,199,199,199,199,199,199,199,199,103,103,103,103,14,255,255,255,255,199,14,14,199,199,199,14,103,103,103,103,14,255,255,255,255,255,
199,199,103,103,103,103,14,103,103,14,103,103,103,103,103,103,199,14,14,14,14,103,103,14,14,14,103,14,103,103,103,103,255,255,255,255,255,14,103,103,103,103,14,199,199,199,199,14,199,255,255,255,255,14,103,103,103,14,14,14,14,14,14,14,199,199,103,103,103,103,103,103,14,103,103,14,103,103,103,103,103,103,103,103,14,103,14,14,14,103,103,14,14,14,14,199,14,199,199,199,199,14,103,103,103,103,14,255,255,255,255,255,14,14,14,14,14,14,14,103,103,103,14,255,255,255,255,199,
199,199,103,103,103,103,14,103,14,14,14,103,14,103,103,199,199,14,255,255,14,103,103,103,103,103,103,14,103,103,103,103,199,255,255,255,255,14,103,103,103,14,14,14,14,14,14,14,199,199,199,199,14,14,14,14,14,14,14,14,14,14,14,199,199,199,199,103,103,14,103,14,14,14,103,14,103,103,103,103,103,103,103,103,14,103,103,103,103,103,103,14,255,255,14,199,14,14,14,14,14,14,14,103,103,103,14,255,255,255,255,199,199,14,14,14,14,14,14,14,14,14,14,14,199,199,199,199,
199,199,199,103,103,14,103,103,14,14,14,103,14,14,199,199,199,199,255,255,14,103,14,14,103,14,14,103,14,14,14,14,199,199,199,199,14,14,14,14,14,14,14,14,14,14,14,14,199,199,199,199,14,14,14,14,14,14,14,14,14,14,14,199,199,199,199,199,14,14,103,14,14,14,103,103,14,103,103,199,14,14,14,14,103,14,14,103,14,14,103,14,255,255,199,199,14,14,14,14,14,14,14,14,14,14,14,14,199,199,199,199,199,14,14,14,14,14,14,14,14,14,14,14,199,199,199,199,
199,199,199,199,14,14,14,14,103,14,103,14,14,14,14,199,199,199,255,255,14,14,14,14,14,14,14,14,14,255,255,14,199,199,199,199,14,14,14,14,14,14,14,14,14,14,14,199,199,199,199,14,14,14,14,14,14,14,14,14,14,14,199,199,199,199,199,14,14,14,14,103,14,103,14,14,14,14,199,199,14,255,255,14,14,14,14,14,14,14,14,14,255,255,199,199,199,14,14,14,14,14,14,14,14,14,14,14,199,199,199,199,199,199,14,14,14,14,14,14,14,14,14,14,14,199,199,199,
