items_temp: .word 96, 16
.byte 199,199,199,199,199,199,199,199,199,14,199,199,199,14,199,199,199,199,199,199,199,199,199,199,199,255,199,199,199,199,199,199,199,199,199,199,199,173,199,199,199,173,199,199,199,199,199,199,199,199,199,199,199,199,199,21,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,255,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,103,199,14,199,199,14,199,199,199,199,14,199,199,199,199,199,199,199,199,199,199,199,255,199,199,199,199,199,199,199,199,199,199,173,199,199,199,199,173,199,199,199,199,199,199,199,199,199,199,199,199,21,21,21,199,199,199,199,199,199,199,199,199,199,199,199,199,255,255,255,199,199,199,199,199,199,199,199,199,21,21,21,21,21,21,21,21,21,21,21,21,199,199,
199,199,14,199,14,199,199,14,14,199,14,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,255,199,199,199,199,199,199,199,246,246,173,246,246,246,173,199,199,199,199,199,199,199,199,199,199,199,199,199,21,21,21,199,199,199,199,199,199,199,199,199,199,199,199,199,255,255,255,199,199,199,199,199,199,199,199,199,21,21,21,21,21,21,21,21,21,21,21,21,199,199,
199,199,14,199,14,199,14,14,14,14,14,199,199,103,199,199,199,199,199,199,199,199,199,199,199,199,199,255,199,199,199,199,199,246,0,173,0,0,0,0,173,246,199,199,199,199,199,199,199,199,199,199,199,199,21,21,21,199,199,199,199,199,199,199,199,199,199,199,199,199,255,255,255,199,199,199,199,199,199,199,199,199,21,21,21,21,103,103,103,103,21,21,21,21,199,199,
199,199,199,199,14,14,14,14,14,14,14,199,14,199,199,199,199,199,199,199,199,199,199,199,199,199,199,255,199,199,199,199,246,0,0,173,0,0,0,0,173,0,246,199,199,199,199,199,199,199,199,199,199,199,21,21,21,199,199,199,199,199,199,199,199,199,199,199,199,199,255,255,255,199,199,199,199,199,199,199,199,199,21,21,21,21,103,103,103,103,21,21,21,21,199,199,
199,103,14,199,14,14,103,14,14,14,199,14,14,199,14,199,199,199,199,199,199,199,199,199,199,199,255,199,199,199,199,199,246,0,0,0,0,0,0,173,0,0,246,199,199,199,199,199,199,199,199,199,199,199,21,21,21,199,199,199,199,199,199,199,199,199,199,199,199,199,255,255,255,199,199,199,199,199,199,199,199,199,21,21,21,21,103,103,103,103,21,21,21,21,199,199,
199,14,14,14,14,103,14,14,14,14,103,14,14,14,14,199,199,199,199,199,199,199,128,128,128,128,199,199,199,199,199,199,173,246,0,0,0,0,0,0,0,246,173,246,246,246,246,199,199,199,199,199,199,199,21,21,21,199,199,199,199,199,199,199,199,199,199,199,199,199,255,255,255,199,199,199,199,199,199,199,199,199,21,103,103,103,103,103,103,103,103,103,103,21,199,199,
199,14,14,14,14,103,14,103,14,14,14,14,14,14,199,14,199,199,199,199,199,128,227,227,128,128,128,199,199,199,199,199,173,182,246,246,246,246,246,246,246,182,173,182,199,199,199,246,199,199,199,199,199,199,21,21,21,199,199,199,199,199,199,199,199,199,199,199,199,199,255,255,255,199,199,199,199,199,199,199,199,199,21,103,103,103,103,103,103,103,103,103,103,21,199,199,
199,14,14,14,103,103,14,103,14,103,14,14,14,14,199,14,199,199,199,199,128,227,255,227,128,128,128,128,199,199,199,199,173,182,173,246,246,246,246,246,173,182,173,182,199,199,246,199,199,199,199,199,199,199,21,21,21,199,199,199,199,199,199,199,199,199,199,199,199,199,255,255,255,199,199,199,199,199,199,199,199,199,21,103,103,103,103,103,103,103,103,103,103,21,199,199,
14,199,14,103,103,103,103,103,103,14,103,14,14,14,14,14,199,199,199,199,128,227,227,128,128,128,128,128,199,199,199,199,173,182,173,246,246,246,246,246,173,182,173,182,199,246,199,199,199,199,199,199,199,199,21,21,21,199,199,199,199,199,199,199,199,199,199,199,199,199,255,255,255,199,199,199,199,199,199,199,199,199,21,21,21,21,103,103,103,103,21,21,21,21,199,199,
14,14,14,103,14,103,103,255,103,103,103,103,14,14,14,14,199,199,199,199,128,128,128,128,128,128,128,128,199,199,199,199,173,182,173,246,246,246,246,246,173,182,173,182,246,199,199,199,199,199,199,199,199,199,21,21,21,199,199,199,199,199,199,199,199,199,199,199,199,199,255,255,255,199,199,199,199,199,199,199,199,199,21,21,21,21,103,103,103,103,21,21,21,21,199,199,
