lista_itens: .word 0,0 
.byte 

0,0,9,14,0,
0,0,10,14,0,
0,4,7,7,1,
0,4,8,8,1,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

0,0,7,5,0,
0,0,7,6,0,
0,0,7,7,0,
32,1,10,13,0,
32,1,11,13,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

0,0,17,6,0,
0,0,17,7,0,
0,0,0,6,0,
0,0,0,7,0,
0,0,0,8,0,
0,3,5,6,1,
0,3,6,6,1,
0,4,8,8,1,
-1,0,0,0,0,
-1,0,0,0,0,

0,4,3,7,1,
0,4,3,8,1,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

0,0,9,9,0,
0,0,11,9,0,
0,0,10,8,0,
0,0,10,10,0,
0,4,12,10,1,
0,3,10,5,1,
0,3,7,5,1,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

0,0,0,10,0,
0,0,0,9,0,
0,0,9,4,0,
0,0,10,4,0,
0,3,10,5,1,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

0,0,7,5,0,
0,0,7,12,0,
0,0,4,8,0,
0,0,11,8,0,
0,4,2,5,1,
0,4,15,12,1,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

0,3,10,10,1,
0,3,12,5,1,
0,4,6,11,1,
0,5,5,2,1,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

0,0,15,11,0,
0,0,15,12,0,
0,0,14,11,0,
0,0,14,12,0,
32,1,2,10,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
0,6,2,7,10,
-1,0,0,0,0,

64,2,9,9,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

0,0,8,11,0,
32,1,8,12,0,
-1,3,8,10,0,
-1,4,8,10,0,
-1,5,8,10,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

0,5,10,10,1,
0,5,11,10,1,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

0,5,10,10,1,
0,5,11,10,1,
0,5,10,10,1,
0,5,10,11,1,
0,5,11,11,1,
0,5,11,10,1,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,

-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
-1,0,0,0,0,
